Review ID,Effect Size ID,Within Effect ID,Study Author,Study Year,Study First Page #,Study N,Estimate,Metric,Lower CI,Upper CI,Standard Error,Standard Deviation,Variance,p-value,N Intervention,N Control,Number of Events in Exposure(for OR/RR),Number of Events in Comparison (for OR/RR),Reverse Code
60496,60496_001,60496_001_081,van Rooij,2017,113,3945,0.41,Correlation,0.38,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_082,Vernon,2017,269,874,0.31,Correlation,0.25,0.37,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_083,You,2017,56,163,0.17,Correlation,0.02,0.32,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_084,Yu,2017,483,2840,0.55,Correlation,0.52,0.58,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_085,Zhou,2017,634,58756,0.32,Correlation,0.31,0.33,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_086,Aziz,2018,17,199,0.4,Correlation,0.28,0.52,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_087,Cheung,2018,477,665,0.32,Correlation,0.25,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_088,Coyne,2018,58,382,0.13,Correlation,0.03,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_089,Erceg,2018,101,1320,0.41,Correlation,0.37,0.46,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_090,Fardouly,2018,1456,284,0.04,Correlation,-0.08,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_091,Gamez-Guadix,2018,608,1208,0.39,Correlation,0.34,0.44,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_092,Gao,2018,-999,5215,0.37,Correlation,0.34,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_093,Houghton,2018,2453,1116,0.17,Correlation,0.12,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_094,Kelly,2018,59,10904,0.21,Correlation,0.19,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_095,Kim,2018,-999,653,0.23,Correlation,0.15,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_096,Lee,2018,e12310,1168,0.18,Correlation,0.12,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_097,Li,2018,686,4237,0.38,Correlation,0.35,0.41,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_098,Li,2018,1994,303,0.15,Correlation,0.04,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_099,Lin,2018,38,2170,0.25,Correlation,0.21,0.29,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_100,Lu,2018,131,1385,0.1,Correlation,0.05,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_101,Ma,2018,727,1401,0.13,Correlation,0.06,0.18,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_102,Malak,2018,242,800,0.25,Correlation,0.18,0.32,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_103,Myrseth,2018,-999,2060,0.17,Correlation,0.13,0.21,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_104,Nam,2018,-999,519,0.2,Correlation,0.11,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_105,Ngantcha,2018,448,3402,0.14,Correlation,0.1,0.17,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_106,Park,2018,280,766,0.2,Correlation,0.13,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_107,Sami,2018,327,631,0.41,Correlation,0.35,0.47,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_108,Stockdale,2018,265,1072,0.18,Correlation,0.12,0.24,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_109,Takahashi,2018,1349,8209,0.25,Correlation,0.23,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_110,Tian,2018,-999,5215,0.14,Correlation,0.11,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_111,Twenge,2018,3,388275,0.03,Correlation,0.02,0.03,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_112,Wang,2018,129,655,0.26,Correlation,0.17,0.33,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_113,Wang,2018,162,365,0.18,Correlation,0.08,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_114,Akgun,2019,1521,881,0.23,Correlation,0.17,0.29,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_115,Ali,2019,13,300,0.12,Correlation,0.01,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_116,Baiden,2019,112586,14603,0.1,Correlation,0.08,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_117,Brunborg,2019,201,640,0.28,Correlation,0.21,0.35,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_118,Calpbinici,2019,139,426,0.23,Correlation,0.14,0.32,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_119,Chang,2019,25,2124,0.16,Correlation,0.12,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_120,Chi,2019,-999,522,0.42,Correlation,0.35,0.49,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_121,Chiang,2019,-999,1932,0.06,Correlation,0.01,0.1,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_122,Chung,2019,4635,1628,0.22,Correlation,0.17,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_123,El Asam,2019,428,1814,0.46,Correlation,0.42,0.49,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_124,Gansner,2019,349,205,0.07,Correlation,-0.07,0.2,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_125,Hernández,2019,1,529,0.34,Correlation,0.26,0.41,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_126,Jamir,2019,30,885,0.2,Correlation,0.14,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_127,Jensen,2019,1416,388,-0.04,Correlation,-0.13,0.06,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_128,Jeong,2019,725,366,0.44,Correlation,0.36,0.53,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_129,Jun,2019,294,1610,0.18,Correlation,0.13,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_130,Karaer,2019,-999,80,0.17,Correlation,-0.05,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_131,Kim,2019,-999,4512,0.33,Correlation,0.3,0.35,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_132,Kircaburun,2019,-999,470,0.23,Correlation,0.14,0.31,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_133,Kircaburun,2019,-999,1564,0.3,Correlation,0.25,0.34,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_134,Li,2019,-999,637,0.31,Correlation,0.24,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_135,Li,2019,421,1105,0.1,Correlation,0.04,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_136,Li,2019,125,15415,0.31,Correlation,0.29,0.32,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_137,Liu,2019,128,11573,0.2,Correlation,0.18,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_138,Luo,2019,E189,14590,0.24,Correlation,0.23,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_139,Nishida,2019,523,295,0.12,Correlation,0.01,0.24,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_140,Obeid,2019,838,1102,0.2,Correlation,0.14,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_141,Oh,2019,e24,1111,0.31,Correlation,0.26,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_142,Onat,2019,491,198,0,Correlation,-0.14,0.14,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_143,Park,2019,3584,1794,0.14,Correlation,0.1,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_144,Przepiorka,2019,340,178,0.3,Correlation,0.16,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_145,Raudsepp,2019,-999,343,0.23,Correlation,0.13,0.33,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_146,Raudsepp,2019,197,208,0.34,Correlation,0.22,0.46,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_147,Saikia,2019,108,416,0.5,Correlation,0.43,0.57,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_148,Taheri,2019,361,200,0.14,Correlation,0.01,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_149,Thorisdottir,2019,535,10563,0.2,Correlation,0.18,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_150,Twenge,2019,311,18471,0.18,Correlation,0.16,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_151,Wang,2019,-999,772,0.4,Correlation,0.34,0.46,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_152,Xu,2019,162,316,0.34,Correlation,0.24,0.44,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_153,Yang,2019,e0220784,503,0.29,Correlation,0.21,0.37,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_154,Yang,2019,822,1258,0.33,Correlation,0.28,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_155,Yu,2019,295,1092,0.38,Correlation,0.33,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_156,Yurdagul,2019,-999,491,0.25,Correlation,0.17,0.33,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_157,Afe,2020,108,200,0.13,Correlation,-0.01,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_158,Bagatarhan,2020,-999,600,0.32,Correlation,0.25,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_159,Bai,2020,11,1796,0.4,Correlation,0.36,0.44,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_160,Cao,2020,-999,2022,0.36,Correlation,0.32,0.4,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_161,Chen,2020,27,451,0.28,Correlation,0.2,0.37,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_162,Chen,2020,8,1108,0.31,Correlation,0.26,0.37,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_163,Choukas-Bradley,2020,164,226,0.06,Correlation,-0.07,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_164,Chu,2020,e0232968,1840,0.34,Correlation,0.3,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_165,da Costa,2020,-999,610,0.06,Correlation,-0.02,0.14,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_166,Dastgerdi,2020,10799,721,0.4,Correlation,0.34,0.46,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_167,Dong,2020,9,2050,0.37,Correlation,0.34,0.41,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_168,Dredge,2020,1457,320,0.23,Correlation,0.13,0.34,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_169,Fan,2020,26,24345,0.28,Correlation,0.27,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_170,Fardouly,2020,1304,528,0.04,Correlation,-0.05,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_171,Fazeli,2020,100307,1512,0.23,Correlation,0.18,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_172,Ferguson,2020,10,20373,0.05,Correlation,0.04,0.07,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_173,Frison,2020,701,1866,0.13,Correlation,0.09,0.17,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_174,Fu,2020,-999,720,0.43,Correlation,0.37,0.49,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_175,Fumero,2020,-999,946,0.14,Correlation,0.07,0.2,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_176,Hamilton,2020,122,76,-0.08,Correlation,-0.3,0.14,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_177,Hawes,2020,66,763,0.15,Correlation,0.06,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_178,Hoare,2020,e2011381,9369,0.23,Correlation,0.21,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_179,Hwang,2020,9951,83,0.15,Correlation,-0.06,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_180,Hygen,2020,890,702,0.13,Correlation,0.06,0.2,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_181,Jeong,2020,-999,691,0.2,Correlation,0.13,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_182,Jeong,2020,-999,2319,0.38,Correlation,0.35,0.41,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_183,Khalil,2020,2.0764E+13,584,0.16,Correlation,0.08,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_184,Kim,2020,13,2541,-0.04,Correlation,-0.08,0,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_185,Kim,2020,98,54603,0.11,Correlation,0.11,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_186,Koo,2020,-999,8565,0.23,Correlation,0.21,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_187,Lam,2020,8,211,0.56,Correlation,0.47,0.65,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_188,Lee,2020,11,555,0.31,Correlation,0.24,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_189,Lin,2020,12,1042,0.26,Correlation,0.2,0.31,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_190,Lin,2020,1635,11756,0.05,Correlation,0.03,0.07,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_191,Liu,2020,-999,661,0.39,Correlation,0.32,0.45,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_192,Masi,2020,-999,101,0.2,Correlation,0.01,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_193,McManus,2020,-999,98,0.4,Correlation,0.23,0.57,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_194,Mundy,2020,-999,1043,0.12,Correlation,0.06,0.18,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_195,Ng,2020,-999,686,0.29,Correlation,0.22,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_196,Opakunle,2020,229,1222,0.02,Correlation,-0.04,0.08,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_197,Padilla-Walker,2020,481,1155,0.32,Correlation,0.24,0.41,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_198,Phan,2020,3,2355,0.15,Correlation,0.11,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_199,Przepiorka,2020,559,426,0.35,Correlation,0.27,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_200,Puukko,2020,14,1272,0.07,Correlation,0.02,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_201,Ren,2020,-999,3081,0.23,Correlation,0.2,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_202,Restrepo,2020,252,564,0.19,Correlation,0.12,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_203,Rodgers,2020,399,681,0.19,Correlation,0.12,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_204,Sela,2020,-999,85,0.17,Correlation,-0.04,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_205,Seo,2020,1293,19,0.4,Correlation,0.01,0.79,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_206,Seo,2020,5,180,0.44,Correlation,0.32,0.56,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_207,Taechoyotin,2020,11,4778,0.18,Correlation,0.16,0.21,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_208,Thorisdottir,2020,-999,2067,0.18,Correlation,0.14,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_209,Tian,2020,-999,1200,0.34,Correlation,0.29,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_210,Tural,2020,483,1150,0.19,Correlation,0.14,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_211,Tymofiyeva,2020,-999,19,0.37,Correlation,-0.03,0.77,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_212,Ucar,2020,51,73,0.41,Correlation,0.21,0.6,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_213,Wang,2020,9,733,0.26,Correlation,0.19,0.33,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_214,Wang,2020,9,1006,0.37,Correlation,0.32,0.42,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_215,Wartberg,2020,31,763,0.3,Correlation,0.23,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_216,Xu,2020,16222,2892,0.37,Correlation,0.34,0.4,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_217,Yu,2020,460,1066,0.34,Correlation,0.28,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_218,Zhai,2020,-999,2758,0.25,Correlation,0.22,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_219,Zhen,2020,-999,1505,0.35,Correlation,0.31,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_220,Zheng,2020,-999,288,0.32,Correlation,0.21,0.42,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_221,Chen,2021,1,1357,0.25,Correlation,0.2,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_222,Lin,2021,100332,320,0.26,Correlation,0.16,0.36,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_223,Twenge,2021,-999,11423,0.15,Correlation,0.13,0.17,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_001,60496_001_224,Veisani,2021,303,362,0.12,Correlation,0.02,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_001,Gamez-Guadix,2013,446,845,0.33,Correlation,0.27,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_002,Brunborg,2019,201,627,0.22,Correlation,0.15,0.29,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_003,Li,2019,421,1105,0.07,Correlation,0.01,0.13,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_004,Frison,2020,701,1866,0.16,Correlation,0.11,0.21,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_005,Lam,2010,901,1041,0.22,Correlation,0.17,0.28,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_006,Li,2018,686,4237,0.26,Correlation,0.23,0.29,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_007,Gamez-Guadix,2014,714,699,0.24,Correlation,0.17,0.31,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_008,Kim,2016,628,2219,0.36,Correlation,0.33,0.4,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_009,Salmela-Aro,2017,343,1041,0.21,Correlation,0.16,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_010,Chiang,2019,-999,1871,0.05,Correlation,0.01,0.1,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_011,Jeong,2019,725,366,0.34,Correlation,0.25,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_012,Tian,2020,-999,1047,0.22,Correlation,0.16,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_013,Ohannessian,2021,85,1205,0.1,Correlation,0.04,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_014,Brunborg,2014,27,1928,-0.03,Correlation,-0.07,0.02,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_015,Jun,2016,179,1877,0.17,Correlation,0.13,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_016,Liang,2016,463,1715,0.16,Correlation,0.11,0.21,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_017,Strittmatter,2016,725,515,0.26,Correlation,0.18,0.34,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_018,Nesi,2017,12,816,0.04,Correlation,-0.03,0.1,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_019,Houghton,2018,2453,1047,0.13,Correlation,0.07,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_020,Khouja,2019,82,1869,0.08,Correlation,0.03,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_021,Raudsepp,2019,-999,343,0.15,Correlation,0.05,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_022,Raudsepp,2019,197,208,0.24,Correlation,0.11,0.37,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_023,Thorisdottir,2020,-999,1846,0.19,Correlation,0.15,0.24,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_024,Vernon,2017,269,874,0.24,Correlation,0.18,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_025,Strong,2018,318,3795,-0.01,Correlation,-0.05,0.02,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_026,Jun,2019,294,1610,0.1,Correlation,0.05,0.15,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_027,Mundy,2020,-999,809,0.15,Correlation,0.08,0.22,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_028,Park,2019,3584,1794,0.1,Correlation,0.06,0.15,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_029,Hygen,2020,890,636,0.07,Correlation,-0.01,0.15,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_030,Yu,2017,483,2386,0.07,Correlation,0.03,0.11,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_031,Grontved,2015,108,435,-0.06,Correlation,-0.15,0.03,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_032,Coyne,2018,58,382,0.13,Correlation,0.03,0.23,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_002,60496_002_033,Mikuska,2017,-999,9421,0.04,Correlation,0.02,0.06,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_001,Oh,2003,1135,450,0.44,Correlation,0.38,0.51,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_002,Ybarra,2005,772,1501,0.11,Correlation,0.06,0.16,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_003,Ha,2006,821,836,0.24,Correlation,0.18,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_004,Kim,2006,185,1573,0.07,Correlation,0.02,0.12,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_005,Yang,2007,79,1565,0.22,Correlation,0.17,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_006,Yen,2007,93,1890,0.26,Correlation,0.22,0.3,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_007,Jang,2008,165,851,0.23,Correlation,0.16,0.29,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_008,Mythily,2008,9,2674,0.11,Correlation,0.07,0.15,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_009,Hwang,2009,1101,6341,0.06,Correlation,0.08,0.11,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_010,Ko,2009,598,9405,0.23,Correlation,0.21,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_011,van der Aa,2009,765,7888,0.29,Correlation,0.27,0.31,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_012,Yen,2009,357,8941,0.24,Correlation,0.22,0.26,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_013,Gamez-Guadix,2013,446,845,0.37,Correlation,0.31,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_014,Belanger,2011,e330,7211,0.02,Correlation,0,0.05,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_015,Cheung,2011,311,671,0.14,Correlation,0.06,0.21,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_016,Uneri,2011,265,211,0.18,Correlation,0.05,0.31,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_017,Guo,2012,585,3004,0.1,Correlation,0.07,0.14,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_018,Kim,2012,37,75066,0.03,Correlation,0.02,0.04,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_019,Andreou,2013,139,384,0.3,Correlation,0.21,0.39,-999,-999,-999,-999,-999,-999,-999,-999,
60496,60496_003,60496_003_020,Park,2013,153,795,0.21,Correlation,0.14,0.27,-999,-999,-999,-999,-999,-999,-999,-999,
